address,agency,allowable_building_to_floor_area,assess_land,bin,bldg_depth,bldg_front,block,boro,bsmt_code,census_block,census_tract,commercial_floor_area,community_district,condominium_number,contact,coordinates,council_district,current_uses,date_created,e_designation_number,edc___occupied,exempt_land,exempt_tot,factory_floor_area,fire_comp,garage_floor_area,govt_clean_up_program,health_area,health_ctr,his_dist,industrial_business_zone,irr_lot_code,land_use_category,landmark,latitude,longitude,lot,lot_depth,lot_front,lot_type_code,major_use,map_atlas,nta,num_floors,number_of_easements,number_structures,office_floor_area,open_petroleum_spill,other_floor_area,overlay_1,overlay_2,parcel_name,pluto_version,police_prct,potential_urban_ag,proximity_code,ratio_building_to_floor_area,residential_and_non_residential_units,residential_floor_area,residential_units,retail_floor_area,school_dist,sp_dist_1,sp_dist_2,storage_floor_area,structure_completed,total_area,total_gross_area_structures,year_alter_1,year_alter_2,zip_code,zone_dist_1,zone_dist_2
EAST 5 STREET,PARKS,4,186597,,0,0,374,1,5,1001,26.01,0,103,0,greenthumbinfo@parks.nyc.gov (212) 788-8070,0990082/0202437,2,PARK,2013-12-11T00:00:00.000,,0,0,0,0,E028,0,,,,,,N,11,,,,17,96.17,25,5,V1,4,,0,0,0,0,,0,,,EL JARDIN DEL PARAISO PARK,13v1,9,Existing GreenThumb Garden,0,0,0,0,0,0,1,,,0,0,2404,0,0,0,10009,R8B,
EAST 5 STREET,PARKS,4,186597,,0,0,374,1,5,1001,26.01,0,103,0,greenthumbinfo@parks.nyc.gov (212) 788-8070,0990103/0202425,2,PARK,2013-12-11T00:00:00.000,,0,0,0,0,E028,0,,,,,,N,11,,,,18,96.17,25,5,V1,4,,0,0,0,0,,0,,,EL JARDIN DEL PARAISO PARK,13v1,9,Existing GreenThumb Garden,0,0,0,0,0,0,1,,,0,0,2404,0,0,0,10009,R8B,
724 EAST 5 STREET,EDUC,4,1777500,1004415,80,217,374,1,2,1001,26.01,73224,103,0,Christian Grove cgrove@dcas.nyc.gov  212 386-0613,0990141/0202348,2,ELEMENTARY SCHOOL,2013-12-11T00:00:00.000,,0,1777500,5304600,0,E028,0,,,,,,Y,8,,40.722337,-73.978437,20,192.33,134.5,4,W1,4,Lower East Side                                                            ,5,0,1,0,,73224,,,PS 15 & PLAYGROUND,13v1,9,,2,2.11,1,0,0,0,1,,,0,1910,34677,73224,1980,0,10009,R8B,
EAST 4 STREET,PARKS,4,160058,,0,0,374,1,5,1001,26.01,0,103,0,greenthumbinfo@parks.nyc.gov (212) 788-8070,0990032/0202352,2,PARK,2013-12-11T00:00:00.000,,0,0,0,0,E028,0,,,,,,N,11,,,,59,96.17,21.42,5,V9,4,,0,0,0,0,,0,,,EL JARDIN DEL PARAISO PARK,13v1,9,Existing GreenThumb Garden,0,0,0,0,0,0,1,,,0,0,2060,0,0,0,10009,R8B,
EAST 4 STREET,PARKS,4,319685,,0,0,374,1,5,1001,26.01,0,103,0,greenthumbinfo@parks.nyc.gov (212) 788-8070,0990004/0202367,2,NEIGHBORHOOD PARK,2013-12-11T00:00:00.000,,0,319685,319685,0,E028,0,,,,,,N,11,,,,60,96.17,42.83,5,V9,4,,0,0,0,0,,0,,,EL JARDIN DEL PARAISO PARK,13v1,9,Existing GreenThumb Garden,0,0,0,0,0,0,1,,,0,0,4119,0,0,0,10009,R8B,
EAST 4 STREET,PARKS,4,319685,,0,0,374,1,5,1001,26.01,0,103,0,greenthumbinfo@parks.nyc.gov (212) 788-8070,0989967/0202388,2,PARK,2013-12-11T00:00:00.000,,0,0,0,0,E028,0,,,,,,N,11,,,,62,96.17,42.83,5,V9,4,,0,0,0,0,,0,,,EL JARDIN DEL PARAISO PARK,13v1,9,Existing GreenThumb Garden,0,0,0,0,0,0,1,,,0,0,4119,0,0,0,10009,R8B,
EAST 4 STREET,PARKS,4,160058,,0,0,374,1,5,1001,26.01,0,103,0,greenthumbinfo@parks.nyc.gov (212) 788-8070,0989940/0202404,2,PARK,2013-12-11T00:00:00.000,,0,0,0,0,E028,0,,,,,,N,11,,,,64,96.17,21.42,5,V1,4,,0,0,0,0,,0,,,EL JARDIN DEL PARAISO PARK,13v1,9,Existing GreenThumb Garden,0,0,0,0,0,0,1,,,0,0,2060,0,0,0,10009,R8B,
272 EAST 7 STREET,HPD,4,225000,1004485,79,31,376,1,0,1002,26.02,0,103,0,Christian Grove cgrove@dcas.nyc.gov  212 386-0613,0990552/0202748,2,"NO USE-RES STRUCTURE, FINAL COMMITMNT-DISP",2013-12-11T00:00:00.000,,0,0,0,0,L011,0,,,,,,N,2,,40.72349,-73.977477,28,90.83,30.42,5,C4,4,Lower East Side                                                            ,6,0,1,0,,0,,,,13v1,9,,3,4.78,24,13206,24,0,1,,,0,1900,2764,13206,0,0,10009,R8B,
EAST 8 STREET,PARKS,4,299668,,0,0,377,1,5,1001,26.02,0,103,0,greenthumbinfo@parks.nyc.gov (212) 788-8070,0990504/0203063,2,COMMUNITY GARDEN,2013-12-11T00:00:00.000,,0,0,0,0,L011,0,,,,,,N,11,,,,20,97.5,39.58,5,V9,4,,0,0,0,0,,0,,,GREEN OASIS/GILBERT'S GARDEN,13v1,9,Existing GreenThumb Garden,0,0,0,0,0,0,1,,,0,0,3860,0,0,0,10009,R8B,
EAST 8 STREET,PARKS,4,335507,,0,0,377,1,5,1001,26.02,0,103,0,greenthumbinfo@parks.nyc.gov (212) 788-8070,0990542/0203042,2,COMMUNITY GARDEN,2013-12-11T00:00:00.000,,0,0,0,0,L011,0,,,,,,N,11,,,,22,97.5,44.33,5,V9,4,,0,0,0,0,,0,,,GREEN OASIS/GILBERT'S GARDEN,13v1,9,Existing GreenThumb Garden,0,0,0,0,0,0,1,,,0,0,4323,0,0,0,10009,R8B,
EAST 8 STREET,PARKS,4,186125,,0,0,377,1,5,1001,26.02,0,103,0,greenthumbinfo@parks.nyc.gov (212) 788-8070,0990573/0203025,2,COMMUNITY GARDEN,2013-12-11T00:00:00.000,,0,0,0,0,L011,0,,,,,,N,11,,,,24,97.5,24.58,5,V9,4,,0,0,0,0,,0,,,GREEN OASIS/GILBERT'S GARDEN,13v1,9,Existing GreenThumb Garden,0,0,0,0,0,0,1,,,0,0,2397,0,0,0,10009,R8B,
EAST 8 STREET,PARKS,4,186125,,0,0,377,1,5,1001,26.02,0,103,0,greenthumbinfo@parks.nyc.gov (212) 788-8070,0990594/0203013,2,COMMUNITY GARDEN,2013-12-11T00:00:00.000,,0,0,0,0,L011,0,,,,,,N,11,,,,25,97.5,24.58,5,V1,4,,0,0,0,0,,0,,,GREEN OASIS/GILBERT'S GARDEN,13v1,9,Existing GreenThumb Garden,0,0,0,0,0,0,1,,,0,0,2397,0,0,0,10009,R8B,
237 EAST 7 STREET,PARKS,4,114014,1000000,0,0,377,1,5,1001,26.02,0,103,0,greenthumbinfo@parks.nyc.gov (212) 788-8070,0990254/0203082,2,COMMUNITY GARDEN,2013-12-11T00:00:00.000,,0,0,0,0,L011,0,,,,,,Y,11,,40.723877,-73.97835,69,97.5,18,5,V1,4,Lower East Side                                                            ,0,0,0,0,,0,C1-5,,,13v1,9,Existing GreenThumb Garden,0,0,0,0,0,0,1,,,0,0,1470,0,0,0,10009,R7A,
AVENUE C,PARKS,4,103291,,0,0,379,1,5,4004,28,0,103,0,greenthumbinfo@parks.nyc.gov (212) 788-8070,0990432/0203521,2,COMMUNITY GARDEN,2013-12-11T00:00:00.000,,0,0,0,0,L011,0,,,,,,N,11,,,,1,58,22.92,3,V1,4,,0,0,0,0,,0,C1-5,,9TH STREET COMMUNITY GARDEN,13v1,9,Existing GreenThumb Garden,0,0,0,0,0,0,1,,,0,0,1329,0,0,0,10009,R7A,
AVENUE C,PARKS,4,95845,,0,0,379,1,5,4004,28,0,103,0,greenthumbinfo@parks.nyc.gov (212) 788-8070,0990443/0203540,2,COMMUNITY GARDEN,2013-12-11T00:00:00.000,,0,0,0,0,L011,0,,,,,,N,11,,,,2,58,21.25,5,V1,4,,0,0,0,0,,0,C1-5,,9TH STREET COMMUNITY GARDEN,13v1,9,Existing GreenThumb Garden,0,0,0,0,0,0,1,,,0,0,1233,0,0,0,10009,R7A,
AVENUE C,PARKS,4,127496,,0,0,379,1,5,4004,28,0,103,0,greenthumbinfo@parks.nyc.gov (212) 788-8070,0990466/0203554,2,COMMUNITY GARDEN,2013-12-11T00:00:00.000,,0,0,0,0,L011,0,,,,,,Y,11,,,,3,83,24,5,V9,4,,0,0,0,0,,0,C1-5,,9TH STREET COMMUNITY GARDEN,13v1,9,Existing GreenThumb Garden,0,0,0,0,0,0,1,,,0,0,1642,0,0,0,10009,R7A,
AVENUE C,PARKS,4,154973,,0,0,379,1,5,4004,28,0,103,0,greenthumbinfo@parks.nyc.gov (212) 788-8070,0990477/0203574,2,COMMUNITY GARDEN,2013-12-11T00:00:00.000,,0,0,0,0,L011,0,,,,,,N,11,,,,4,83,24.08,5,V1,4,,0,0,0,0,,0,C1-5,,9TH STREET COMMUNITY GARDEN,13v1,9,Existing GreenThumb Garden,0,0,0,0,0,0,1,,,0,0,1999,0,0,0,10009,R7A,
152 AVENUE C,PARKS,4,154501,1000000,0,0,379,1,5,4004,28,0,103,0,greenthumbinfo@parks.nyc.gov (212) 788-8070,0990489/0203596,2,COMMUNITY GARDEN,2013-12-11T00:00:00.000,,0,0,0,0,L011,0,,,,,,Y,11,,40.725578,-73.977747,5,83,24,5,V1,4,Lower East Side                                                            ,0,0,0,0,,0,C1-5,,9TH STREET COMMUNITY GARDEN,13v1,9,Existing GreenThumb Garden,0,0,0,0,0,0,1,,,0,0,1992,0,0,0,10009,R7A,
,HPD,0,0,,0,0,6,4,,,,0,402,0,Christian Grove cgrove@dcas.nyc.gov  212 386-0613,0000000/0000000,0,"IN USE-TENANTED, FINAL COMMITMNT-DISP",2013-12-11T00:00:00.000,,0,0,0,0,,0,,,,,,,,,,,40,0,0,,,5,,0,0,0,0,,0,,,HUNTERS POINT SOUTH,13v1,0,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,,
154 AVENUE C,PARKS,4,154501,1000000,0,0,379,1,5,4004,28,0,103,0,greenthumbinfo@parks.nyc.gov (212) 788-8070,0990501/0203618,2,COMMUNITY GARDEN,2013-12-11T00:00:00.000,,0,0,0,0,L011,0,,,,,,N,11,,40.725628,-73.977707,6,83,24,5,V1,4,Lower East Side                                                            ,0,0,0,0,,0,C1-5,,9TH STREET COMMUNITY GARDEN,13v1,9,Existing GreenThumb Garden,0,0,0,0,0,0,1,,,0,0,1992,0,0,0,10009,R7A,
156 AVENUE C,PARKS,4,135401,1000000,0,0,379,1,5,4004,28,0,103,0,greenthumbinfo@parks.nyc.gov (212) 788-8070,0990512/0203637,2,COMMUNITY GARDEN,2013-12-11T00:00:00.000,,0,0,0,0,L011,0,,,,,,Y,11,,40.72568,-73.977671,7,83,20.83,5,V1,4,Lower East Side                                                            ,0,0,0,0,,0,C1-5,,9TH STREET COMMUNITY GARDEN,13v1,9,Existing GreenThumb Garden,0,0,0,0,0,0,1,,,0,0,1743,0,0,0,10009,R7A,
406 EAST 10 STREET,HPD,4,225000,1004543,78,40,379,1,2,4004,28,1500,103,0,Christian Grove cgrove@dcas.nyc.gov  212 386-0613,0990604/0203572,2,"NO USE-RES STRUCTURE, FINAL COMMITMNT-DISP",2013-12-11T00:00:00.000,,0,0,0,0,L011,0,,,,,,N,2,,40.725658,-73.977032,12,92.25,40,5,C6,4,Lower East Side                                                            ,6,0,1,0,Yes,0,,,,13v1,9,,3,3.97,24,13153,22,1500,1,,,0,1930,3691,14653,1987,0,10009,R8B,
709 EAST 9 STREET,PARKS,4,293618,1000000,0,0,379,1,5,4004,28,0,103,0,greenthumbinfo@parks.nyc.gov (212) 788-8070,0990550/0203494,2,COMMUNITY GARDEN,2013-12-11T00:00:00.000,,0,0,0,0,L011,0,,,,,,N,11,,40.725131,-73.977585,59,92.25,41,5,V9,4,Lower East Side                                                            ,0,0,0,0,,0,,,9TH STREET COMMUNITY GARDEN,13v1,9,Existing GreenThumb Garden,0,0,0,0,0,0,1,,,0,0,3782,0,0,0,10009,R8B,
EAST 9 STREET,PARKS,4,293618,,0,0,379,1,5,4004,28,0,103,0,greenthumbinfo@parks.nyc.gov (212) 788-8070,0990515/0203514,2,COMMUNITY GARDEN,2013-12-11T00:00:00.000,,0,0,0,0,L011,0,,,,,,N,11,,,,61,92.25,41,5,V9,4,,0,0,0,0,,0,C1-5,,9TH STREET COMMUNITY GARDEN,13v1,9,Existing GreenThumb Garden,0,0,0,0,0,0,1,,,0,0,3782,0,0,0,10009,R8B,R7A
EAST 9 STREET,PARKS,4,113057,,0,0,379,1,5,4004,28,0,103,0,greenthumbinfo@parks.nyc.gov (212) 788-8070,0990477/0203516,2,COMMUNITY GARDEN,2013-12-11T00:00:00.000,,0,0,0,0,L011,0,,,,,,N,11,,,,63,58.17,25,5,V1,4,,0,0,0,0,,0,C1-5,,9TH STREET COMMUNITY GARDEN,13v1,9,Existing GreenThumb Garden,0,0,0,0,0,0,1,,,0,0,1454,0,0,0,10009,R7A,
149 EAST 10 STREET,PARKS,0,3038400,,32,165,380,1,5,4005,28,5230,103,0,Christian Grove cgrove@dcas.nyc.gov  212 386-0613,0991053/0203582,2,PARK,2013-12-11T00:00:00.000,,0,3038400,3429900,0,L011,0,,,,,,N,9,,40.730378,-73.988216,50,239.58,269,3,Q1,4,East Village                                                               ,1,0,3,0,,5230,,,DRY DOCK PLAYGROUND,13v1,9,,0,0.08,0,0,0,0,1,,,0,1970,64448,5230,0,0,10009,PARK,
730 EAST 12 STREET,EDUC,3.44,2686500,1004564,200,269,381,1,2,4005,28,54656,103,0,Christian Grove cgrove@dcas.nyc.gov  212 386-0613,0991163/0203781,2,ELEMENTARY SCHOOL,2013-12-11T00:00:00.000,,0,2686500,6974550,0,L011,0,,,,,,N,8,,40.726473,-73.975181,38,206.5,269,3,W1,4,Lower East Side                                                            ,3,0,1,0,,54656,,,PS 34,13v1,9,,1,0.98,101,0,0,0,1,,,0,1954,55549,54656,0,0,10009,R7-2,
EAST 5 STREET,PARKS,4,322943,,0,0,387,1,5,2000,26.01,0,103,0,greenthumbinfo@parks.nyc.gov (212) 788-8070,0989554/0202906,2,COMMUNITY GARDEN,2013-12-11T00:00:00.000,,0,0,0,0,E028,0,,,,,,Y,11,,,,155,97,42.83,5,V9,4,,0,0,0,0,,0,,,5TH STREET SLOPE GARDEN CL,13v1,9,Existing GreenThumb Garden,0,0,0,0,0,0,1,,,0,0,4161,0,0,0,10009,R8B,
212 EAST 3 STREET,PARKS,4,550964,1000000,0,0,385,1,5,1001,22.02,0,103,0,greenthumbinfo@parks.nyc.gov (212) 788-8070,0989052/0202430,2,COMMUNITY GARDEN,2013-12-11T00:00:00.000,,0,0,0,0,E028,0,,,,,,N,11,,40.722502,-73.982582,11,100,71,5,V1,4,Lower East Side                                                            ,0,0,0,0,,0,C1-5,,KENKELEBA HOUSE GARDEN,13v1,9,Existing GreenThumb Garden,0,0,0,0,0,0,1,,,0,0,7100,0,0,0,10009,R8B,R7A
238 EAST 2 STREET,PARKS,4,203358,1000000,0,0,385,1,5,1001,22.02,0,103,0,greenthumbinfo@parks.nyc.gov (212) 788-8070,0989256/0202190,2,COMMUNITY GARDEN,2013-12-11T00:00:00.000,,0,0,0,0,E028,0,,,,,,N,11,,40.721459,-73.982095,51,105.92,24.75,5,V9,4,Lower East Side                                                            ,0,0,0,0,,0,,,PEACHTREE GARDEN,13v1,9,Existing GreenThumb Garden,0,0,0,0,0,0,1,,,0,0,2621,0,0,0,10009,R8B,
236 EAST 2 STREET,PARKS,4,207539,1000000,0,0,385,1,5,1001,22.02,0,103,0,greenthumbinfo@parks.nyc.gov (212) 788-8070,0989234/0202203,2,COMMUNITY GARDEN,2013-12-11T00:00:00.000,,0,0,0,0,E028,0,,,,,,N,11,,40.72149,-73.98216,52,105.92,25.25,5,V1,4,Lower East Side                                                            ,0,0,0,0,,0,,,PEACHTREE GARDEN,13v1,9,Existing GreenThumb Garden,0,0,0,0,0,0,1,,,0,0,2674,0,0,0,10009,R8B,
222 EAST 2 STREET,FIRE,4,255150,1004608,81,48,385,1,0,1001,22.02,7789,103,0,Christian Grove cgrove@dcas.nyc.gov  212 386-0613,0989097/0202278,2,FIREHOUSE,2013-12-11T00:00:00.000,,0,255150,653400,0,E028,0,,,,,,N,8,,40.721682,-73.982622,58,105.92,48.08,5,Y1,4,Lower East Side                                                            ,2,0,1,0,,7789,,,"ENG 28, LAD 11",13v1,9,,2,1.53,1,0,0,0,1,,,0,1958,5095,7789,0,0,10009,R8B,
218 EAST 2 STREET,"FIRE, PARKS",4,339278,1084634,0,0,385,1,5,1001,22.02,0,103,0,greenthumbinfo@parks.nyc.gov (212) 788-8070,0989050/0202304,2,"COMMUNITY GARDEN, OUTDR PKNG-EMPLOYEES",2013-12-11T00:00:00.000,,0,0,0,0,E028,0,,,,,,Y,10,,40.721739,-73.982756,60,105.83,60,5,G7,4,Lower East Side                                                            ,0,0,1,0,,0,,,"ENG 28, LAD 11 PARKING",13v1,9,Existing GreenThumb Garden,0,0,0,0,0,0,1,,,0,0,6570,0,0,0,10009,R8B,
270 EAST 4 STREET,PARKS,4,184736,1000000,0,0,386,1,5,2001,26.01,0,103,0,greenthumbinfo@parks.nyc.gov (212) 788-8070,0989391/0202534,2,COMMUNITY GARDEN,2013-12-11T00:00:00.000,,0,0,0,0,E028,0,,,,,,N,11,,40.722906,-73.981662,21,96.17,24.75,5,V9,4,Lower East Side                                                            ,0,0,0,0,,0,,,GENERATION X GARDEN,13v1,9,Existing GreenThumb Garden,0,0,0,0,0,0,1,,,0,0,2380,0,0,0,10009,R8B,
272 EAST 4 STREET,PARKS,4,184736,1000000,0,0,386,1,5,2001,26.01,0,103,0,greenthumbinfo@parks.nyc.gov (212) 788-8070,0989412/0202522,2,COMMUNITY GARDEN,2013-12-11T00:00:00.000,,0,0,0,0,E028,0,,,,,,N,11,,40.722884,-73.981612,22,96.17,24.75,5,V9,4,Lower East Side                                                            ,0,0,0,0,,0,,,GENERATION X GARDEN,13v1,9,Existing GreenThumb Garden,0,0,0,0,0,0,1,,,0,0,2380,0,0,0,10009,R8B,
237 EAST 3 STREET,PARKS,4,186597,1000000,0,0,386,1,5,2001,26.01,0,103,0,greenthumbinfo@parks.nyc.gov (212) 788-8070,0989386/0202423,2,COMMUNITY GARDEN,2013-12-11T00:00:00.000,,0,0,0,0,E028,0,,,,,,N,11,,40.722296,-73.982048,52,96.17,25,5,V1,4,Lower East Side                                                            ,0,0,0,0,,0,,,BRISAS DEL CARIBE PARK,13v1,9,Existing GreenThumb Garden,0,0,0,0,0,0,1,,,0,0,2404,0,0,0,10009,R8B,
221 EAST 3 STREET,PARKS,4,205691,1088347,0,0,386,1,5,2001,26.01,0,103,0,greenthumbinfo@parks.nyc.gov (212) 788-8070,0989232/0202508,2,COMMUNITY GARDEN,2013-12-11T00:00:00.000,,0,0,0,0,E028,0,,,,,,Y,11,,40.722453,-73.982423,60,96.17,26.42,5,V9,4,Lower East Side                                                            ,0,0,0,0,,0,,,LOS AMIGOS GARDEN,13v1,9,Existing GreenThumb Garden,0,0,0,0,0,0,1,,,0,0,2652,0,0,0,10009,R8B,
55 AVENUE B,"EDUC, HPD",4,3307500,1004627,238,421,387,1,2,2000,26.01,140300,103,0,Christian Grove cgrove@dcas.nyc.gov  212 386-0613,0989351/0202732,2,"ELEMENTARY SCHOOL, NO USE-RES STRUCTURE, FINAL COMMITMNT-DISP",2013-12-11T00:00:00.000,,0,3307500,15520950,0,E028,0,,,,,,Y,8,,40.723367,-73.982448,1,264.25,446.42,3,W1,4,Lower East Side                                                            ,4,0,1,0,,140300,C1-5,,PS 64 (OLD JHS 71),13v1,9,,3,1.52,8,2526,6,0,1,,,0,1953,94000,142826,0,0,10009,R8B,R7A
53 AVENUE C,PARKS,4,167531,1000000,0,0,387,1,5,2000,26.01,0,103,0,greenthumbinfo@parks.nyc.gov (212) 788-8070,0989694/0202501,2,COMMUNITY GARDEN,2013-12-11T00:00:00.000,,0,0,0,0,E028,0,,,,,,N,11,,40.722378,-73.980111,40,90,24,3,V1,4,Lower East Side                                                            ,0,0,0,0,,0,C2-5,,THE SECRET GARDEN,13v1,9,Existing GreenThumb Garden,0,0,0,0,0,0,1,,,0,0,2160,0,0,0,10009,R7A,
EAST 4 STREET,DCAS,4,185215,,0,0,387,1,5,2000,26.01,0,103,0,Christian Grove cgrove@dcas.nyc.gov  212 386-0613,0989552/0202621,2,"IN USE-TENANTED, LONG-TERM AGREEMENT",2013-12-11T00:00:00.000,,0,0,0,0,E028,0,,,,,,N,11,,,,46,96.17,24.83,5,V9,4,,0,0,0,0,,0,,,LONG TERM TENANT: NYCHA,13v1,9,,0,0,0,0,0,0,1,,,0,0,2388,0,0,0,10009,R8B,
271 EAST 4 STREET,DCAS,4,549000,1004651,65,98.83,387,1,5,2000,26.01,25378,103,0,Christian Grove cgrove@dcas.nyc.gov  212 386-0613,0989443/0202681,2,"IN USE-TENANTED, LONG-TERM AGREEMENT",2013-12-11T00:00:00.000,,0,549000,1862550,0,E028,0,,,,,,N,8,,40.722856,-73.981503,49,96.2,123.7,5,N2,4,Lower East Side                                                            ,4,0,1,0,,25378,,,GEORGE DALY HOUSING DEVLPMNT C,13v1,9,,0,4.24,88,25100,88,0,1,,,0,1906,11900,50478,1991,0,10009,R8B,
EAST 6 STREET,PARKS,4,267551,,0,0,387,1,5,2000,26.01,0,103,0,greenthumbinfo@parks.nyc.gov (212) 788-8070,0989588/0203002,2,COMMUNITY GARDEN,2013-12-11T00:00:00.000,,0,0,0,0,E028,0,,,,,,N,11,,,,121,97,35.5,5,V1,4,,0,0,0,0,,0,,,6BC BOTANICAL GARDEN,13v1,9,Existing GreenThumb Garden,0,0,0,0,0,0,1,,,0,0,3445,0,0,0,10009,R8B,
EAST 6 STREET,PARKS,4,316407,,0,0,387,1,5,2000,26.01,0,103,0,greenthumbinfo@parks.nyc.gov (212) 788-8070,0989621/0202983,2,COMMUNITY GARDEN,2013-12-11T00:00:00.000,,0,0,0,0,E028,0,,,,,,N,11,,,,122,97,42,5,V1,4,,0,0,0,0,,0,,,6BC BOTANICAL GARDEN,13v1,9,Existing GreenThumb Garden,0,0,0,0,0,0,1,,,0,0,4074,0,0,0,10009,R8B,
215 EAST 7 STREET,PARKS,4,504428,1000000,0,0,390,1,5,2001,26.02,0,103,0,greenthumbinfo@parks.nyc.gov (212) 788-8070,0989894/0203286,2,COMMUNITY GARDEN,2013-12-11T00:00:00.000,,0,0,0,0,L011,0,,,,,,N,11,,40.724484,-73.979793,46,97.5,66.67,5,V1,4,Lower East Side                                                            ,0,0,0,0,,0,,,LOWER EAST SIDE ECOLOGY CENTER,13v1,9,Existing GreenThumb Garden,0,0,0,0,0,0,1,,,0,0,6500,0,0,0,10009,R8B,
EAST 9 STREET,PARKS,4,200552,,0,0,391,1,5,2000,26.02,0,103,0,greenthumbinfo@parks.nyc.gov (212) 788-8070,0990067/0203591,2,COMMUNITY GARDEN,2013-12-11T00:00:00.000,,0,200552,200552,0,L011,0,,,,,,N,11,,,,23,93.92,27.5,5,V9,4,,0,0,0,0,,0,,,LA PLAZA CULTURAL GARDEN,13v1,9,Existing GreenThumb Garden,0,0,0,0,0,0,1,,,0,0,2583,0,0,0,10009,R8B,
EAST 9 STREET,PARKS,4,182396,,0,0,391,1,5,2000,26.02,0,103,0,greenthumbinfo@parks.nyc.gov (212) 788-8070,0990089/0203578,2,COMMUNITY GARDEN,2013-12-11T00:00:00.000,,0,182396,182396,0,L011,0,,,,,,N,11,,,,24,93.92,25,5,V9,4,,0,0,0,0,,0,,,LA PLAZA CULTURAL GARDEN,13v1,9,Existing GreenThumb Garden,0,0,0,0,0,0,1,,,0,0,2348,0,0,0,10009,R8B,
143 AVENUE C,PARKS,4,1774326,1000000,0,0,391,1,5,2000,26.02,0,103,0,greenthumbinfo@parks.nyc.gov (212) 788-8070,0990195/0203512,2,COMMUNITY GARDEN,2013-12-11T00:00:00.000,,0,1774326,1774326,0,L011,0,,,,,,Y,11,,40.725202,-73.978054,30,67.83,208.5,3,V9,4,Lower East Side                                                            ,0,0,0,0,,0,C1-5,,LA PLAZA CULTURAL GARDEN,13v1,9,Existing GreenThumb Garden,0,0,0,0,0,0,1,,,0,0,22862,0,0,0,10009,R8B,R7A
EAST 8 STREET,PARKS,4,180541,,0,0,391,1,5,2000,26.02,0,103,0,greenthumbinfo@parks.nyc.gov (212) 788-8070,0990102/0203461,2,COMMUNITY GARDEN,2013-12-11T00:00:00.000,,0,180541,180541,0,L011,0,,,,,,N,11,,,,42,93.92,24.75,5,V1,4,,0,0,0,0,,0,,,EARTH PEOPLE GARDEN,13v1,9,Existing GreenThumb Garden,0,0,0,0,0,0,1,,,0,0,2325,0,0,0,10009,R8B,
EAST 8 STREET,PARKS,4,180541,,0,0,391,1,5,2000,26.02,0,103,0,greenthumbinfo@parks.nyc.gov (212) 788-8070,0990081/0203473,2,COMMUNITY GARDEN,2013-12-11T00:00:00.000,,0,180541,180541,0,L011,0,,,,,,N,11,,,,43,93.92,24.75,5,V1,4,,0,0,0,0,,0,,,EARTH PEOPLE GARDEN,13v1,9,Existing GreenThumb Garden,0,0,0,0,0,0,1,,,0,0,2325,0,0,0,10009,R8B,
313 EAST 8 STREET,PARKS,4,106103,1000000,0,0,391,1,5,2000,26.02,0,103,0,greenthumbinfo@parks.nyc.gov (212) 788-8070,0989874/0203573,2,COMMUNITY GARDEN,2013-12-11T00:00:00.000,,0,0,0,0,L011,0,,,,,,N,11,,40.725271,-73.97976,53,69.83,19.58,5,V1,4,Lower East Side                                                            ,0,0,0,0,,0,,,DE COLORES CMTY YARD & CTR GAR,13v1,9,Existing GreenThumb Garden,0,0,0,0,0,0,1,,,0,0,1368,0,0,0,10009,R8B,
311 EAST 8 STREET,PARKS,4,117744,1000000,0,0,391,1,5,2000,26.02,0,103,0,greenthumbinfo@parks.nyc.gov (212) 788-8070,0989856/0203583,2,COMMUNITY GARDEN,2013-12-11T00:00:00.000,,0,0,0,0,L011,0,,,,,,N,11,,40.725296,-73.979821,54,69.83,21.75,5,V1,4,Lower East Side                                                            ,0,0,0,0,,0,,,DE COLORES CMTY YARD & CTR GAR,13v1,9,Existing GreenThumb Garden,0,0,0,0,0,0,1,,,0,0,1519,0,0,0,10009,R8B,
604 EAST 12 STREET,EDUC,4,1413000,1079053,84,202,394,1,2,2001,28,72200,103,0,Christian Grove cgrove@dcas.nyc.gov  212 386-0613,0990276/0204339,2,ELEMENTARY SCHOOL,2013-12-11T00:00:00.000,,0,1413000,4234050,0,L011,0,,,,,,N,8,,40.727969,-73.978702,12,103.25,339.33,5,W1,4,Lower East Side                                                            ,5,0,1,0,,72200,C1-5,,PS 61,13v1,9,,1,2.06,1,0,0,0,1,,,0,1940,35035,72200,0,0,10009,R8B,R7A
EAST 12 STREET,PARKS,4,400658,,0,0,394,1,5,2001,28,0,103,0,greenthumbinfo@parks.nyc.gov (212) 788-8070,0990466/0204234,2,COMMUNITY GARDEN,2013-12-11T00:00:00.000,,0,0,0,0,L011,0,,,,,,N,11,,,,29,103.25,50,5,V1,4,,0,0,0,0,,0,,,CAMPOS GARDEN,13v1,9,Existing GreenThumb Garden,0,0,0,0,0,0,1,,,0,0,5163,0,0,0,10009,R8B,
