action,boro,building,camis,critical_flag,cuisine_description,dba,grade,grade_date,inspection_date,inspection_type,phone,record_date,score,street,violation_code,violation_description,zipcode
Violations were cited in the following area(s).,MANHATTAN,303,41212839,Critical,Mediterranean,PERA MEDITERRANEAN BRASSERIE,A,2015-07-08T00:00:00.000,2015-07-08T00:00:00.000,Cycle Inspection / Re-inspection,2128786301,2018-03-26T06:00:56.000,13,MADISON AVENUE,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,10017
Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,QUEENS,14621,50043804,Critical,Pizza,DEE & L'S PIZZA PLUS,,,2017-09-07T00:00:00.000,Cycle Inspection / Initial Inspection,7185292400,2018-03-26T06:00:56.000,44,ROCKAWAY BLVD,04F,"Food, food preparation area, food storage area, area used by employees or patrons, contaminated by sewage or liquid waste.",11436
Violations were cited in the following area(s).,MANHATTAN,1759,50056250,Not Critical,Chinese,JIANG CHINA KING,A,2018-01-09T00:00:00.000,2018-01-09T00:00:00.000,Cycle Inspection / Initial Inspection,2124102838,2018-03-26T06:00:56.000,10,LEXINGTON AVE,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,10029
Violations were cited in the following area(s).,QUEENS,19509,40614489,Not Critical,Pizza,FRESH MEADOW'S PIZZA & RESTAURANT,,,2014-04-05T00:00:00.000,Cycle Inspection / Initial Inspection,7182172700,2018-03-26T06:00:56.000,30,69 AVENUE,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,11365
Violations were cited in the following area(s).,QUEENS,16315,50012087,Not Critical,Other,OLD MILL YACHT CLUB,A,2017-02-18T00:00:00.000,2017-02-18T00:00:00.000,Cycle Inspection / Initial Inspection,7188350454,2018-03-26T06:00:56.000,7,CROSSBAY BLVD,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",11414
Violations were cited in the following area(s).,MANHATTAN,169,50037080,Not Critical,CafÃ©/Coffee/Tea,SUMMERS,A,2017-01-13T00:00:00.000,2017-01-13T00:00:00.000,Cycle Inspection / Re-inspection,9173883372,2018-03-26T06:00:56.000,9,THOMPSON ST,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",10012
Violations were cited in the following area(s).,BROOKLYN,1503,41425803,Not Critical,Donuts,DONUT SHOPPE,,,2015-04-15T00:00:00.000,Cycle Inspection / Initial Inspection,7189341975,2018-03-26T06:00:56.000,26,AVENUE U,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,11229
Violations were cited in the following area(s).,QUEENS,1001,41511424,Critical,American,DORIAN CAFE,,,2015-06-17T00:00:00.000,Cycle Inspection / Initial Inspection,7189371120,2018-03-26T06:00:56.000,15,50 AVENUE,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,11101
Violations were cited in the following area(s).,QUEENS,4520,41619957,Critical,American,THE DOG AND DUCK,,,2015-07-01T00:00:00.000,Cycle Inspection / Initial Inspection,7184069048,2018-03-26T06:00:56.000,18,SKILLMAN AVENUE,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",11104
Violations were cited in the following area(s).,QUEENS,22801,50035920,Not Critical,Caribbean,T & G FLAVORS,,,2016-11-22T00:00:00.000,Trans Fat / Initial Inspection,7187122956,2018-03-26T06:00:56.000,,LINDEN BLVD,16B,"The original nutritional fact labels and/or ingredient label for a cooking oil, shortening or margarine or food item sold in bulk, or acceptable manufacturers documentation not maintained on site.",11411
Violations were cited in the following area(s).,MANHATTAN,2123,41591488,Critical,Italian,ACQUA RESTAURANT,,,2015-10-13T00:00:00.000,Cycle Inspection / Initial Inspection,2123494433,2018-03-26T06:00:56.000,23,PECK SLIP,02B,Hot food item not held at or above 140Âº F.,10038
Violations were cited in the following area(s).,STATEN ISLAND,1384,40390655,Not Critical,American,DANNY BLAINE,,,2016-12-14T00:00:00.000,Cycle Inspection / Initial Inspection,7187203254,2018-03-26T06:00:56.000,10,BAY STREET,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,10305
Violations were cited in the following area(s).,MANHATTAN,0,41570719,Not Critical,American,CHICKPEA,A,2016-07-21T00:00:00.000,2016-07-21T00:00:00.000,Cycle Inspection / Initial Inspection,2122440101,2018-03-26T06:00:56.000,10,PENN STATION,09C,Food contact surface not properly maintained.,10001
Violations were cited in the following area(s).,QUEENS,3244,50008732,Critical,Mexican,MI ESPIGUITA,A,2016-04-13T00:00:00.000,2016-04-13T00:00:00.000,Cycle Inspection / Re-inspection,7185950464,2018-03-26T06:00:56.000,12,31ST ST,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",11106
Violations were cited in the following area(s).,BROOKLYN,223,41529719,Not Critical,Chinese,WING HUA II,,,2015-05-13T00:00:00.000,Cycle Inspection / Initial Inspection,7184368833,2018-03-26T06:00:56.000,46,CHURCH AVENUE,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,11218
Violations were cited in the following area(s).,BROOKLYN,5502,41571036,Critical,Mexican,LOS COMPADRES RESTAURANT,A,2016-12-19T00:00:00.000,2016-12-19T00:00:00.000,Cycle Inspection / Re-inspection,7184393727,2018-03-26T06:00:56.000,12,3 AVENUE,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,11220
Violations were cited in the following area(s).,MANHATTAN,230,41696687,Not Critical,American,BRITTANYA 54TH AT AMERITANIA HOTEL,A,2017-08-29T00:00:00.000,2017-08-29T00:00:00.000,Cycle Inspection / Initial Inspection,2122475000,2018-03-26T06:00:56.000,13,WEST   54 STREET,10I,"Single service item reused, improperly stored, dispensed; not used when required.",10019
Violations were cited in the following area(s).,BROOKLYN,6818,40949680,Not Critical,Greek,SPARTAN SOUVLAKI,A,2017-12-19T00:00:00.000,2017-12-19T00:00:00.000,Cycle Inspection / Re-inspection,7187485838,2018-03-26T06:00:56.000,13,8 AVENUE,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,11220
Violations were cited in the following area(s).,QUEENS,8619,50055645,Not Critical,Bagels/Pretzels,AMERICAN NEW YORK BAGEL,A,2016-11-25T00:00:00.000,2016-11-25T00:00:00.000,Pre-permit (Operational) / Re-inspection,7185050505,2018-03-26T06:00:56.000,10,NORTHERN BLVD,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,11372
Violations were cited in the following area(s).,MANHATTAN,26,40365904,Critical,CafÃ©/Coffee/Tea,MEE SUM CAFE,,,2015-11-17T00:00:00.000,Cycle Inspection / Initial Inspection,2123495260,2018-03-26T06:00:56.000,20,PELL STREET,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,10013
Violations were cited in the following area(s).,BROOKLYN,329,41494322,Not Critical,Vietnamese/Cambodian/Malaysia,NIGHTINGALE9,A,2015-04-30T00:00:00.000,2015-04-30T00:00:00.000,Cycle Inspection / Re-inspection,7184220444,2018-03-26T06:00:56.000,7,SMITH STREET,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,11231
Violations were cited in the following area(s).,QUEENS,22205,40394518,Not Critical,Portuguese,MATEUS RESTAURANT,,,2015-08-20T00:00:00.000,Cycle Inspection / Initial Inspection,7184644522,2018-03-26T06:00:56.000,15,JAMAICA AVENUE,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,11428
Violations were cited in the following area(s).,MANHATTAN,19,40720288,Critical,French,LE CHARLOT,,,2014-11-24T00:00:00.000,Cycle Inspection / Initial Inspection,2127941628,2018-03-26T06:00:56.000,10,EAST   69 STREET,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",10021
Violations were cited in the following area(s).,MANHATTAN,666,41648141,Critical,Chinese,NEW ASIA,B,2017-01-18T00:00:00.000,2017-01-18T00:00:00.000,Cycle Inspection / Re-inspection,6466783689,2018-03-26T06:00:56.000,17,AMSTERDAM AVENUE,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",10025
Violations were cited in the following area(s).,QUEENS,5764,50032646,Not Critical,Pizza,ANGELO'S PIZZA,,,2015-03-24T00:00:00.000,Pre-permit (Operational) / Initial Inspection,7183265757,2018-03-26T06:00:56.000,22,MASPETH AVE,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",11378
Violations were cited in the following area(s).,BRONX,2440,41291308,Critical,Pizza,VILLA MARIA PIZZERIA,A,2016-05-12T00:00:00.000,2016-05-12T00:00:00.000,Cycle Inspection / Initial Inspection,7188827446,2018-03-26T06:00:56.000,11,EASTCHESTER ROAD,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,10469
Violations were cited in the following area(s).,MANHATTAN,6,41217779,Critical,CafÃ©/Coffee/Tea,LITTLE ATLAS CAFE,,,2016-06-08T00:00:00.000,Cycle Inspection / Initial Inspection,2122535535,2018-03-26T06:00:56.000,26,WEST    4 STREET,04A,Food Protection Certificate not held by supervisor of food operations.,10012
Violations were cited in the following area(s).,STATEN ISLAND,100,50049262,Critical,Thai,CHANG NOI THAI,,,2018-01-16T00:00:00.000,Cycle Inspection / Initial Inspection,7184428424,2018-03-26T06:00:56.000,35,STUYVESANT PL,04A,Food Protection Certificate not held by supervisor of food operations.,10301
Violations were cited in the following area(s).,MANHATTAN,710,50010981,Not Critical,Mexican,Out Latin Food Philly Cheese Steak,A,2015-03-23T00:00:00.000,2015-03-23T00:00:00.000,Cycle Inspection / Re-inspection,2122460867,2018-03-26T06:00:56.000,9,9TH AVE,10J,''''Wash hands sign not posted at hand wash facility.,10019
Violations were cited in the following area(s).,QUEENS,25705,40571663,Critical,Indian,SANTOOR INDIAN RESTAURANT,B,2017-10-04T00:00:00.000,2017-10-04T00:00:00.000,Cycle Inspection / Re-inspection,7183433939,2018-03-26T06:00:56.000,16,UNION TURNPIKE,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,11004
Violations were cited in the following area(s).,BROOKLYN,313,50044180,Not Critical,Spanish,Ruben's Coffee Shop & Restaurant,,,2017-11-01T00:00:00.000,Trans Fat / Initial Inspection,7189650444,2018-03-26T06:00:56.000,,36TH ST,16B,"The original nutritional fact labels and/or ingredient label for a cooking oil, shortening or margarine or food item sold in bulk, or acceptable manufacturers documentation not maintained on site.",11232
Violations were cited in the following area(s).,MANHATTAN,45,41526628,Critical,Chinese,CHA CHAN TANG,,,2016-09-13T00:00:00.000,Cycle Inspection / Initial Inspection,2125772888,2018-03-26T06:00:56.000,38,MOTT STREET,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",10013
Violations were cited in the following area(s).,MANHATTAN,4740,50018261,Critical,American,TRYON PUBLIC HOUSE,,,2015-03-18T00:00:00.000,Pre-permit (Operational) / Initial Inspection,9145255331,2018-03-26T06:00:56.000,18,BROADWAY,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140Âº F to 70Âº F or less within 2 hours, and from 70Âº F to 41Âº F or less within 4 additional hours.",10040
Violations were cited in the following area(s).,MANHATTAN,1372,50000884,Not Critical,Chinese,PIC UP STIX,,,2018-01-16T00:00:00.000,Cycle Inspection / Initial Inspection,2128607600,2018-03-26T06:00:56.000,9,LEXINGTON AVE,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",10128
Violations were cited in the following area(s).,BRONX,289395,41482516,Critical,Japanese,SHANGERILA RESTAURANT,,,2017-03-13T00:00:00.000,Cycle Inspection / Initial Inspection,7188286080,2018-03-26T06:00:56.000,14,BUHRE AVENUE,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,10461
Violations were cited in the following area(s).,BROOKLYN,620,50005196,Not Critical,American,ATLANTIC FREEZE,,,2015-01-30T00:00:00.000,Cycle Inspection / Initial Inspection,9176186311,2018-03-26T06:00:56.000,18,ATLANTIC AVE,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",11217
Violations were cited in the following area(s).,MANHATTAN,240,50045238,Critical,American,ENTREE,A,2016-06-24T00:00:00.000,2016-06-24T00:00:00.000,Cycle Inspection / Initial Inspection,2126956655,2018-03-26T06:00:56.000,13,W 35TH ST,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",10001
