agency,agency_name,brief_description,call_resolution,date,date_time,inquiry_name,time,unique_id
HHC,Health and Hospitals Corporation,"Location of a New York City public hospital, which can also provide clinic referrals.",Information Provided,2013-01-25T00:00:00.000,2013-01-25T00:56:25.000,Find a Public Hospital,12:56:25 AM,90493858
HHC,Health and Hospitals Corporation,Hidden service for activity coding.,Information Provided,2013-01-25T00:00:00.000,2013-01-25T01:00:05.000,Division Information Provided,1:00:05 AM,90493859
TLC,Taxi and Limousine Commission,Information for a customer who lost an item in a taxi and has the taxi medallion number.,Routed to Web Page,2013-01-25T00:00:00.000,2013-01-25T01:04:33.000,Lost Property in a Taxi - Medallion Number Known,1:04:33 AM,90493860
TLC,Taxi and Limousine Commission,Additional assistance for a customer when 311 does not have contact information for the medallion number.,CSMS SR,2013-01-25T00:00:00.000,2013-01-25T01:10:23.000,Lost Property in a Taxi - Medallion Number Not Found by 311,1:10:23 AM,90493861
HPD,Department of Housing Preservation and Development,"Complaint that an apartment, house, or single room occupancy is too cold.",Universal Intake SR,2013-01-25T00:00:00.000,2013-01-25T01:35:01.000,Heat Complaint - Residential Building - Inadequate Heat,1:35:01 AM,90493864
HPD,Department of Housing Preservation and Development,"Complaint that an apartment, house, or single room occupancy is too cold.",Universal Intake SR,2013-01-25T00:00:00.000,2013-01-25T01:59:36.000,Heat Complaint - Residential Building - Inadequate Heat,1:59:36 AM,90493865
TLC,Taxi and Limousine Commission,Assistance for a customer who lost an item in a taxi and does not have the medallion number or a receipt.,CSMS SR,2013-01-25T00:00:00.000,2013-01-25T02:15:19.000,Lost Property in a Taxi - Medallion Number Unknown,2:15:19 AM,90493866
HPD,Department of Housing Preservation and Development,"Complaint that an apartment, house, or single room occupancy is too cold.",Universal Intake SR,2013-01-24T00:00:00.000,2013-01-24T18:40:14.000,Heat Complaint - Residential Building - Inadequate Heat,6:40:14 PM,90493867
NYPD,New York City Police Department,Find a precinct or police service area (PSA) for a specific address.,Information Provided,2013-01-24T00:00:00.000,2013-01-24T18:46:13.000,Find a Police Precinct or PSA by Location,6:46:13 PM,90493868
NYPD,New York City Police Department,Hidden service for activity coding.,Information Provided,2013-01-24T00:00:00.000,2013-01-24T18:49:52.000,Division Information Provided,6:49:52 PM,90493869
NYSDOL,NYS Department of Labor,Report of an employer breaking a labor law.,Referral,2013-01-24T00:00:00.000,2013-01-24T18:50:24.000,Unfair Labor Practice,6:50:24 PM,90493870
DSNY,Department of Sanitation,Report that garbage was not collected on the scheduled day.,Internal Transfer,2013-01-24T00:00:00.000,2013-01-24T18:53:22.000,Missed Garbage Collection,6:53:22 PM,90493871
HPD,Department of Housing Preservation and Development,"Complaint that an apartment, house, or single room occupancy is too cold.",Universal Intake SR,2013-01-24T00:00:00.000,2013-01-24T18:55:50.000,Heat Complaint - Residential Building - Inadequate Heat,6:55:50 PM,90493872
HPD,Department of Housing Preservation and Development,"Complaint that an apartment, house, or single room occupancy is too cold.",Universal Intake SR,2013-01-24T00:00:00.000,2013-01-24T18:57:25.000,Heat Complaint - Residential Building - Inadequate Heat,6:57:25 PM,90493873
DOC,Department of Correction,"Get information on an inmate's location, ID numbers, charges, court date, bail, mailing address, and release date.",Routed to Web Page,2013-01-24T00:00:00.000,2013-01-24T19:16:23.000,Inmate Location and Information,7:16:23 PM,90493874
DOC,Department of Correction,"Get information on an inmate's location, ID numbers, charges, court date, bail, mailing address, and release date.",Routed to Web Page,2013-01-24T00:00:00.000,2013-01-24T19:21:07.000,Inmate Location and Information,7:21:07 PM,90493875
DOC,Department of Correction,"Get information on an inmate's location, ID numbers, charges, court date, bail, mailing address, and release date.",Information Provided,2013-01-24T00:00:00.000,2013-01-24T19:22:46.000,Inmate Location and Information,7:22:46 PM,90493876
HPD,Department of Housing Preservation and Development,"Complaint that an apartment, house, or single room occupancy is too cold.",Information Provided,2013-01-24T00:00:00.000,2013-01-24T19:16:24.000,Heat Complaint - Residential Building - Inadequate Heat,7:16:24 PM,90493877
HPD,Department of Housing Preservation and Development,"Complaint that an apartment, house, or single room occupancy is too cold.",Universal Intake SR,2013-01-24T00:00:00.000,2013-01-24T19:20:17.000,Heat Complaint - Residential Building - Inadequate Heat,7:20:17 PM,90493878
NYPD,New York City Police Department,Report a noisy neighbor.,CSMS SR,2013-01-24T00:00:00.000,2013-01-24T19:23:16.000,Noise from Neighbor,7:23:16 PM,90493879
HPD,Department of Housing Preservation and Development,"Complaint that an apartment, house, or single room occupancy is too cold.",Universal Intake SR,2013-01-24T00:00:00.000,2013-01-24T19:32:07.000,Heat Complaint - Residential Building - Inadequate Heat,7:32:07 PM,90493880
HPD,Department of Housing Preservation and Development,"Complaint that an apartment, house, or single room occupancy is too cold.",Universal Intake SR,2013-01-24T00:00:00.000,2013-01-24T19:35:45.000,Heat Complaint - Residential Building - Inadequate Heat,7:35:45 PM,90493881
HPD,Department of Housing Preservation and Development,"Complaint that an apartment, house, or single room occupancy is too cold.",Universal Intake SR,2013-01-24T00:00:00.000,2013-01-24T19:46:40.000,Heat Complaint - Residential Building - Inadequate Heat,7:46:40 PM,90493882
3-1-1,3-1-1 Call Center,Status of most Service Requests filed with 311.,Information Provided,2013-01-24T00:00:00.000,2013-01-24T19:53:25.000,Service Request Status - General,7:53:25 PM,90493883
HPD,Department of Housing Preservation and Development,"Complaint that an apartment, house, or single room occupancy is too cold.",Universal Intake SR,2013-01-24T00:00:00.000,2013-01-24T19:53:43.000,Heat Complaint - Residential Building - Inadequate Heat,7:53:43 PM,90493884
HPD,Department of Housing Preservation and Development,Report from a tenant about no hot water or not enough hot water in an apartment building.,Information Provided,2013-01-24T00:00:00.000,2013-01-24T19:55:59.000,No Hot Water Complaint - Residential Building - From Tenant,7:55:59 PM,90493885
HPD,Department of Housing Preservation and Development,"Complaint that an apartment, house, or single room occupancy is too cold.",Universal Intake SR,2013-01-24T00:00:00.000,2013-01-24T20:00:06.000,Heat Complaint - Residential Building - Inadequate Heat,8:00:06 PM,90493886
NYCOURTS,New York Courts,"Information and assistance for landlords and tenants with an ongoing dispute, including eviction.",Referral,2013-01-24T00:00:00.000,2013-01-24T20:15:17.000,Tenant and Landlord Disputes - Brooklyn,8:15:17 PM,90493887
HPD,Department of Housing Preservation and Development,"Complaint that an apartment, house, or single room occupancy is too cold.",Universal Intake SR,2013-01-24T00:00:00.000,2013-01-24T20:21:41.000,Heat Complaint - Residential Building - Inadequate Heat,8:21:41 PM,90493888
HPD,Department of Housing Preservation and Development,"Complaint that an apartment, house, or single room occupancy is too cold.",Universal Intake SR,2013-01-24T00:00:00.000,2013-01-24T20:27:27.000,Heat Complaint - Residential Building - Inadequate Heat,8:27:27 PM,90493889
DOT,Department of Transportation,Report a problem with a streetlight.,Routed to Web Page,2013-01-24T00:00:00.000,2013-01-24T20:38:27.000,Streetlight Condition,8:38:27 PM,90493890
3-1-1,3-1-1 Call Center,Status of most Service Requests filed with 311.,Information Provided,2013-01-24T00:00:00.000,2013-01-24T20:16:00.000,Service Request Status - General,8:16:00 PM,90493891
DEP,Department of Environmental Protection,Report noise from a barking dog.,Universal Intake SR,2013-01-24T00:00:00.000,2013-01-24T20:21:07.000,Noise from Dog,8:21:07 PM,90493892
3-1-1,3-1-1 Call Center,Status of most Service Requests filed with 311.,Routed to Web Page,2013-01-24T00:00:00.000,2013-01-24T20:27:20.000,Service Request Status - General,8:27:20 PM,90493893
DOB,Department of Buildings,Report an illegal conversion or alteration of a residential building.,Information Provided,2013-01-24T00:00:00.000,2013-01-24T20:35:13.000,Illegal Conversion of Residential Space,8:35:13 PM,90493894
HPD,Department of Housing Preservation and Development,Report of a housing maintenance problem.,Information Provided,2013-01-24T00:00:00.000,2013-01-24T20:40:03.000,Landlord Complaint - Maintenance,8:40:03 PM,90493895
DSNY,Department of Sanitation,Request the removal of ice that is not the result of a winter snow or ice storm.,Universal Intake SR,2013-01-24T00:00:00.000,2013-01-24T20:59:09.000,Ice on Roadway - Non-Storm Condition,8:59:09 PM,90493897
TLC,Taxi and Limousine Commission,Information for a customer who lost an item in a taxi and has the taxi medallion number.,Routed to Web Page,2013-01-24T00:00:00.000,2013-01-24T21:05:29.000,Lost Property in a Taxi - Medallion Number Known,9:05:29 PM,90493898
NYPD,New York City Police Department,"Tips about violent felonies, burglaries, and warrants in English.",Information Provided,2013-01-24T00:00:00.000,2013-01-24T20:49:26.000,Crime Stopper Tip,8:49:26 PM,90493899
HPD,Department of Housing Preservation and Development,"Complaint that an apartment, house, or single room occupancy is too cold.",Universal Intake SR,2013-01-24T00:00:00.000,2013-01-24T20:56:57.000,Heat Complaint - Residential Building - Inadequate Heat,8:56:57 PM,90493900
HPD,Department of Housing Preservation and Development,"Complaint that an apartment, house, or single room occupancy is too cold.",Universal Intake SR,2013-01-24T00:00:00.000,2013-01-24T21:39:53.000,Heat Complaint - Residential Building - Inadequate Heat,9:39:53 PM,90493901
HPD,Department of Housing Preservation and Development,Report from a tenant about no hot water or not enough hot water in an apartment building.,Information Provided,2013-01-24T00:00:00.000,2013-01-24T21:54:51.000,No Hot Water Complaint - Residential Building - From Tenant,9:54:51 PM,90493902
TLC,Taxi and Limousine Commission,Additional assistance for a customer when 311 does not have contact information for the medallion number.,CSMS SR,2013-01-24T00:00:00.000,2013-01-24T21:07:38.000,Lost Property in a Taxi - Medallion Number Not Found by 311,9:07:38 PM,90493903
HPD,Department of Housing Preservation and Development,Report of a housing maintenance problem.,Information Provided,2013-01-24T00:00:00.000,2013-01-24T21:12:09.000,Landlord Complaint - Maintenance,9:12:09 PM,90493904
HPD,Department of Housing Preservation and Development,"Complaint that an apartment, house, or single room occupancy is too cold.",Universal Intake SR,2013-01-24T00:00:00.000,2013-01-24T21:55:59.000,Heat Complaint - Residential Building - Inadequate Heat,9:55:59 PM,90493905
HPD,Department of Housing Preservation and Development,"Report from a tenant about no water, low water pressure, scalding hot water, or no hot water in an apartment building.",Internal Transfer,2013-01-24T00:00:00.000,2013-01-24T21:59:46.000,Water Complaint - Apartment,9:59:46 PM,90493906
HPD,Department of Housing Preservation and Development,"Complaint that an apartment, house, or single room occupancy is too cold.",Universal Intake SR,2013-01-24T00:00:00.000,2013-01-24T21:59:57.000,Heat Complaint - Residential Building - Inadequate Heat,9:59:57 PM,90493907
DOB,Department of Buildings,Hidden service for activity coding.,Internal Transfer,2013-01-24T00:00:00.000,2013-01-24T22:08:10.000,Division Transfer,10:08:10 PM,90493908
NYPD,New York City Police Department,Report a noisy neighbor.,CSMS SR,2013-01-24T00:00:00.000,2013-01-24T22:08:29.000,Noise from Neighbor,10:08:29 PM,90493909
DHS,Department of Homeless Services,Complaint or comment from a homeless person about a homeless shelter or drop-in center.,Information Provided,2013-01-24T00:00:00.000,2013-01-24T21:59:59.000,Homeless Shelter Complaint - Shelter Client,9:59:59 PM,90493910
DPR,Department of Parks and Recreation,Request for street tree branch trimming or cutting for trees hitting power or phone lines.,CSMS SR,2013-01-24T00:00:00.000,2013-01-24T22:07:25.000,Tree Pruning - Hitting Power or Phone Line,10:07:25 PM,90493911
DOF,Department of Finance,Pay a parking ticket by mail.,Information Provided,2013-01-24T00:00:00.000,2013-01-24T22:13:10.000,Pay a Parking Ticket - By Mail,10:13:10 PM,90493912
NYPD,New York City Police Department,"Report any type of harassment, including sexual harassment, cat calling, and voyeurism. Requires immediate transfer to 911.",Hot Transfer 911,2013-01-24T00:00:00.000,2013-01-24T22:15:44.000,Harassment,10:15:44 PM,90493913
3-1-1,3-1-1 Call Center,Request for the phone number or address of a specific person or business.,Information Provided,2013-01-24T00:00:00.000,2013-01-24T22:28:31.000,Contact Information - Directory Assistance,10:28:31 PM,90493914
MTA,Metropolitan Transportation Authority,"Information or complaint about MetroCards, vending machines, and refunds.",Referral,2013-01-24T00:00:00.000,2013-01-24T22:17:15.000,MetroCard - Information and Complaint,10:17:15 PM,90493915
3-1-1,3-1-1 Call Center,Status of most Service Requests filed with 311.,Routed to Web Page,2013-01-24T00:00:00.000,2013-01-24T22:21:12.000,Service Request Status - General,10:21:12 PM,90493917
DOHMH,Department of Health and Mental Hygiene,"Report of bad indoor air quality from chemical odors, vapors, or soot.",Information Provided,2013-01-24T00:00:00.000,2013-01-24T22:27:33.000,Indoor Air Quality - Chemical Odors Vapors or Soot,10:27:33 PM,90493918
